playerID,Name,Age,Nationality,Club,Value,Wage,preferredFoot
182494,Fernando Muslera,34,Uruguay,Galatasaray SK,9500000,64000,Right
258390,Ivo Grbić,24,Croatia,Atlético Madrid,1200000,13000,Right
245149,Jan Hurtado,19,Venezuela,Boca Juniors,4200000,9000,Right
226045,Jesús Gallardo,25,Mexico,Monterrey,9000000,37000,Left
257877,Junior Adamu,19,Austria,FC Red Bull Salzburg,1400000,5000,Right
207790,Kaan Ayhan,25,Turkey,Sassuolo,7500000,25000,Right
205976,Leonardo Carrilho Baptistão,27,Brazil,Wuhan Zall,11000000,16000,Right
239953,Leonardo Rodrigues Lima,21,Brazil,PAOK,4800000,500,Right
252544,Levent Mercan,19,Germany,FC Schalke 04,325000,2000,Left
240123,Luca Plogmann,20,Germany,SV Meppen,850000,500,Right
231102,Ludovic Blas,22,France,FC Nantes,11000000,22000,Left
188802,Marcel Schmelzer,32,Germany,Borussia Dortmund,3500000,38000,Left
216247,Marcel Tisserand,27,DR Congo,Fenerbahçe SK,4200000,41000,Right
220831,Mickaël Malsa,24,France,Levante UD,2400000,11000,Right
202940,Neeskens Kebano,28,DR Congo,Fulham,1800000,50000,Right
243044,Nnamdi Ofoborh,20,Nigeria,Bournemouth,900000,3000,Right
244467,Ondřej Kolář,25,Czech Republic,SK Slavia Praha,10000000,500,Right
256326,Paulos Abraham,17,Sweden,AIK,725000,500,Right
201155,Ravel Morrison,27,England,ADO Den Haag,3300000,8000,Right
219797,Roger Martínez,26,Colombia,Club América,3800000,28000,Right
237176,Ryan Schofield,20,England,Huddersfield Town,375000,2000,Right
231949,Saman Ghoddos,26,Iran,Brentford,4300000,37000,Right
246033,Santiago Sosa,21,Argentina,River Plate,1900000,5000,Right
205965,Stefan Ristovski,28,North Macedonia,Sporting CP,7500000,14000,Right
242710,Tyreece John-Jules,19,England,Doncaster Rovers,220000,1000,Right
142754,Javier Mascherano,36,Argentina,Estudiantes de La Plata,2700000,15000,Right
194958,Aaron Mooy,29,Australia,,0,0,Right
192667,Allan Nyom,32,Cameroon,Getafe CF,5000000,25000,Right
246044,Andrés Martín García,20,Spain,Rayo Vallecano,1400000,2000,Left
236524,Anel Ahmedhodžić,21,Bosnia Herzegovina,Malmö FF,1700000,3000,Right
233732,David Okereke,22,Nigeria,Club Brugge KV,4400000,17000,Right
239763,Edon Zhegrova,21,Kosovo,FC Basel 1893,1600000,6000,Left
241981,Eulânio Ângelo Chipela Gomes,26,Guinea Bissau,Clube Sport Marítimo,2600000,7000,Right
198658,Fredrik Midtsjø,26,Norway,AZ Alkmaar,12000000,13000,Right
173432,Héctor Moreno,32,Mexico,,0,0,Left
247912,Ion Gheorghe,20,Romania,FC Voluntari,1700000,3000,Right
221282,Jack Stacey,24,England,Bournemouth,4700000,10000,Right
242334,Jaylin Lindsey,20,United States,Sporting Kansas City,750000,1000,Right
236344,Jayson Molumby,20,Republic of Ireland,Brighton & Hove Albion,1300000,13000,Right
230708,Joe Worrall,23,England,Nottingham Forest,3900000,26000,Right
189423,Josef de Souza Dias,31,Brazil,Beşiktaş JK,6000000,51000,Right
247678,Julian Araujo,18,United States,LA Galaxy,700000,500,Right
176944,Marouane Fellaini,32,Belgium,Shandong Luneng TaiShan FC,5000000,19000,Right
240797,Mattéo Tramoni,20,France,Cagliari,1300000,9000,Right
190456,Nathaniel Clyne,28,England,Liverpool,6500000,67000,Right
205431,Niclas Füllkrug,27,Germany,SV Werder Bremen,9000000,29000,Right
226536,Omar Colley,27,Gambia,Sampdoria,6000000,16000,Left
223898,Paul Bernardoni,23,France,Angers SCO,10500000,16000,Left
212196,Pione Sisto,25,Denmark,FC Midtjylland,8500000,27000,Right
231628,Rafael Mir Vicente,23,Spain,SD Huesca,2500000,12000,Right
235360,Ragnar Ache,21,Germany,Eintracht Frankfurt,1300000,7000,Right
213516,Ricardo Jorge da Luz Horta,25,Portugal,SC Braga,15000000,20000,Right
203030,Robin Knoche,28,Germany,1. FC Union Berlin,8000000,28000,Right
239701,Romano Schmid,20,Austria,SV Werder Bremen,1300000,7000,Right
28130,Ronaldo de Assis Moreira,34,Brazil,Querétaro,4100000,45000,Right
252060,Tommaso Pobega,20,Italy,Spezia,1200000,500,Right
205686,Téji Savanier,28,France,Montpellier HSC,10500000,36000,Right
247328,Unai Vencedor Paris,19,Spain,Athletic Club de Bilbao,1100000,3000,Right
244376,Volodymyr Shepelev,23,Ukraine,Dynamo Kyiv,8000000,500,Right
216860,Václav Černý,22,Czech Republic,FC Twente,875000,3000,Left
176285,Winston Reid,31,New Zealand,Sporting Kansas City,4900000,8000,Right
187052,Yann M'Vila,30,France,Olympiacos CFP,10500000,500,Right
222123,Aaron Long,27,United States,New York Red Bulls,7000000,8000,Right
255700,Alex Timossi Andersson,19,Sweden,Helsingborgs IF,450000,500,Right
236239,Alfie Whiteman,21,England,Tottenham Hotspur,500000,7000,Right
234683,Andi Zeqiri,21,Switzerland,FC Lausanne-Sport,1400000,4000,Left
222457,Bernard Mensah,25,Ghana,Beşiktaş JK,9000000,51000,Right
237670,Bruno Alexandre Vieira Almeida,22,Portugal,SC Braga,4800000,10000,Left
226710,Gianluca Scamacca,21,Italy,Sassuolo,1100000,6000,Right
253289,Guzmán Corujo,24,Uruguay,Nacional de Montevideo,5000000,500,Right
252179,Jakub Markovič,18,Czech Republic,SK Slavia Praha,1800000,500,Right
232225,Janni Serra,22,Germany,Holstein Kiel,1700000,9000,Left
231263,Jérémy Gélin,23,France,Stade Rennais FC,3800000,23000,Right
255594,Koki Saito,18,Japan,Yokohama FC,950000,550,Right
254470,Luke Thomas,19,England,Leicester City,600000,6000,Left
229438,Mario Piccinocchi,24,Italy,Ascoli,400000,750,Right
238409,Marlon Fossey,21,United States,Shrewsbury,400000,1000,Right
242633,Morten Frendrup,19,Denmark,Brøndby IF,1300000,3000,Right
244383,Mykyta Burda,25,Ukraine,Dynamo Kyiv,7000000,500,Right
241629,Rogério Oliveira da Silva,22,Brazil,Sassuolo,2500000,13000,Left
240439,Ryan Porteous,21,Scotland,Hibernian,1600000,2000,Right
234249,Sam Surridge,21,England,Bournemouth,1000000,4000,Right
257042,Ugo Bertelli,16,France,Olympique de Marseille,400000,700,Right
242916,Yukinari Sugawara,20,Japan,AZ Alkmaar,1500000,4000,Right
240671,Yıldırım Mert Çetin,23,Turkey,Hellas Verona,1500000,10000,Right
180175,Alexandre Rodrigues da Silva,28,Brazil,Tianjin Quanjian FC,15500000,30000,Right
193794,Asier Villalibre Molina,22,Spain,Athletic Club de Bilbao,3400000,14000,Left
189682,Ben Mee,30,England,Burnley,10000000,56000,Left
176993,Bojan Krkić Pérez,29,Spain,Montreal Impact,3900000,8000,Right
199386,Bryan Linssen,29,Netherlands,Feyenoord,5500000,15000,Right
202325,Diego Demme,28,Germany,Napoli,10500000,57000,Right
207920,Erik Durm,28,Germany,Eintracht Frankfurt,3400000,21000,Right
159261,Fabio Quagliarella,37,Italy,Sampdoria,5500000,22000,Right
209960,Fernando Pacheco Flores,28,Spain,Deportivo Alavés,19500000,28000,Left
211899,Florian Niederlechner,29,Germany,FC Augsburg,10500000,35000,Right
24630,José Manuel Reina Páez,37,Spain,Lazio,1300000,30000,Right
188943,Kevin Trapp,29,Germany,Eintracht Frankfurt,18500000,35000,Right
177326,Mathieu Valbuena,35,France,Olympiacos CFP,5500000,500,Right
186143,Oliver Norwood,29,Northern Ireland,Sheffield United,8500000,38000,Right
210537,Renato Steffen,28,Switzerland,VfL Wolfsburg,10500000,48000,Left
193061,Roberto Pereyra,29,Argentina,Udinese,8500000,20000,Right
178750,Sergio Asenjo Andrés,31,Spain,Villarreal CF,14000000,34000,Right
184881,Sofiane Feghouli,30,Algeria,Galatasaray SK,12000000,70000,Right
216477,Todor Nedelev,27,Bulgaria,,0,0,Left
194845,Wahbi Khazri,29,Tunisia,AS Saint-Étienne,7500000,34000,Right
155885,Aiden McGeady,34,Republic of Ireland,Sunderland,900000,9000,Right
244140,Alaa Bakir,19,Germany,Borussia Dortmund,325000,4000,Right
240786,Ali Koiki,20,England,Burnley,500000,6000,Left
226800,Benny Ashley-Seal,21,England,Northampton Town,550000,2000,Right
246289,César Huerta,19,Mexico,Mazatlán FC,650000,2000,Right
215556,Edimilson Fernandes,24,Switzerland,1. FSV Mainz 05,2300000,13000,Right
225018,Florin Andone,27,Romania,Brighton & Hove Albion,6500000,49000,Right
236944,Fousseni Diabaté,24,Mali,Trabzonspor,3100000,17000,Left
245733,Hendrik Weydandt,24,Germany,Hannover 96,2400000,14000,Right
177604,Ignacio Monreal Eraso,34,Spain,Real Sociedad,5000000,32000,Left
238070,Jamie Cumming,20,England,Stevenage,375000,850,Right
230561,Jay-Roy Grot,22,Netherlands,Leeds United,625000,18000,Right
202201,Jeffrey Gouweleeuw,28,Netherlands,FC Augsburg,7000000,26000,Right
206114,Kristoffer Olsson,25,Sweden,,0,0,Right
176600,Kévin Gameiro,33,France,Valencia CF,8000000,43000,Right
243134,Largie Ramazani,19,Belgium,UD Almería,800000,1000,Right
187072,Lars Stindl,31,Germany,Borussia Mönchengladbach,13000000,45000,Right
253568,Leonardo Campana,20,Ecuador,Famalicão,875000,3000,Left
239106,Leonardo Koutris,24,Greece,Olympiacos CFP,4700000,500,Left
233585,Lincoln Oliveira dos Santos,21,Brazil,Santa Clara,2900000,3000,Left
222493,Marvin Friedrich,24,Germany,1. FC Union Berlin,7000000,20000,Right
190243,Marwin Hitz,32,Switzerland,Borussia Dortmund,6500000,39000,Right
240837,Mert Hakan Yandaş,25,Turkey,Fenerbahçe SK,3900000,38000,Right
184220,Mix Diskerud,29,United States,Helsingborgs IF,1700000,2000,Right
192041,Néstor Araújo,28,Mexico,RC Celta,6500000,21000,Right
199576,Oriol Romeu Vidal,28,Spain,Southampton,6000000,44000,Right
196934,Oğuzhan Özyakup,27,Turkey,Beşiktaş JK,7000000,53000,Right
233301,Rasmus Kristensen,22,Denmark,FC Red Bull Salzburg,4900000,17000,Right
208919,Ryan Gauld,24,Scotland,Farense,2400000,5000,Left
220029,Saîf-Eddine Khaoui,25,Tunisia,Olympique de Marseille,1400000,16000,Left
245865,Stefan Bajic,18,France,AS Saint-Étienne,525000,500,Right
231113,Zelimkhan Bakaev,24,Russia,Spartak Moscow,9000000,41000,Left
255210,Anis Slimane,19,Denmark,Brøndby IF,775000,2000,Right
248572,Brazão Teixeira Pedro David,17,Portugal,FC Lausanne-Sport,600000,750,Left
247209,Dylan Mbayo,18,Belgium,KAA Gent,1100000,2000,Left
245309,Egidio Maestre Schetino,28,Uruguay,,0,0,Right
248351,Isaac Atanga,20,Ghana,FC Nordsjælland,1300000,4000,Right
244840,Lennart Czyborra,21,Germany,Genoa,1500000,5000,Left
257349,Riccardo Ladinetti,19,Italy,Cagliari,950000,4000,Right
252937,Yann Gboho,19,France,Stade Rennais FC,1100000,8000,Right
227275,Agustín Rossi,24,Argentina,Boca Juniors,8000000,11000,Right
199574,Alexandre Letellier,29,France,Paris Saint-Germain,725000,19000,Right
201943,Andreas Cornelius,27,Denmark,Parma,8000000,32000,Left
220746,Andrija Živković,23,Serbia,PAOK,5000000,500,Left
200726,Benjamin Lecomte,29,France,AS Monaco,12000000,46000,Left
244560,Carlos Gutiérrez,21,Mexico,U.N.A.M.,1200000,3000,Right
216150,Davide Zappacosta,28,Italy,Genoa,9000000,19000,Right
223151,Dimitri Oberlin,22,Switzerland,FC Basel 1893,1300000,7000,Right
202054,Edinaldo Gomes Pereira,31,Brazil,Antalyaspor,4200000,15000,Right
238392,Elisha Owusu,22,France,KAA Gent,7500000,16000,Right
232207,Ivan Šaponjić,22,Serbia,Atlético Madrid,1300000,17000,Right
218744,Jack Byrne,24,Republic of Ireland,Shamrock Rovers,3200000,3000,Right
172175,Kevin Mirallas,31,Belgium,Royal Antwerp FC,4900000,12000,Right
198009,Mattia Perin,27,Italy,Genoa,18500000,20000,Right
234333,Myziane Maolida,21,France,OGC Nice,1700000,13000,Right
193198,Nemanja Gudelj,28,Serbia,Sevilla FC,12500000,30000,Right
230184,Ronaldo Diego Esler Domingues,20,Brazil,Atlético Mineiro,12000000,27000,Left
168435,Salvatore Sirigu,33,Italy,Torino,17000000,54000,Right
229188,Vangelis Pavlidis,21,Greece,Willem II,4300000,7000,Right
163050,Billy Sharp,34,England,Sheffield United,2100000,30000,Right
237698,Callum Gribbin,21,England,Barrow,500000,2000,Left
241704,Christopher Rocchia,22,France,Olympique de Marseille,1400000,11000,Left
225147,Connor Roberts,24,Wales,Swansea City,3700000,16000,Right
193886,Daniel Didavi,30,Germany,VfB Stuttgart,6500000,23000,Left
230183,Gérson Adriano Gutierres Serra,20,Brazil,Internacional,10000000,20000,Left
258685,Jackson Muleka,20,DR Congo,Standard de Liège,1600000,5000,Right
224265,Joe Williams,23,England,Bristol City,3000000,21000,Right
220165,Joel Pohjanpalo,25,Finland,Bayer 04 Leverkusen,3900000,38000,Right
219841,Jorge Figal,26,Argentina,Inter Miami,4600000,7000,Right
240941,Lenny Pintor,19,France,ESTAC Troyes,1100000,2000,Right
186351,Leroy Fer,30,Netherlands,Feyenoord,6500000,13000,Right
222737,Malcom Filipe Silva de Oliveira,21,Brazil,FC Barcelona,31000000,140000,Left
217007,Mame Thiam,27,Senegal,Fenerbahçe SK,2800000,38000,Right
192557,Marvin Plattenhardt,28,Germany,Hertha BSC,6500000,38000,Left
221354,Miloš Veljković,24,Serbia,SV Werder Bremen,4700000,17000,Right
205897,Nathaniel Chalobah,25,England,Watford,6500000,15000,Right
222148,Ondrej Duda,25,Slovakia,1. FC Köln,8500000,24000,Right
223154,Ozan Tufan,25,Turkey,Fenerbahçe SK,4100000,38000,Right
211385,Riza Durmisi,26,Denmark,Lazio,6000000,39000,Left
222513,Rolando Aarons,24,England,Newcastle United,2300000,18000,Left
219087,Sebastián Vegas,23,Chile,Monterrey,7000000,27000,Left
212474,Tiago Rafael Maia Silva,27,Portugal,Nottingham Forest,3600000,34000,Right
183125,Troy Deeney,32,England,Watford,6000000,21000,Right
228698,Viktor Kovalenko,24,Ukraine,Shakhtar Donetsk,5500000,500,Right
234789,Yan Brice Eteki,22,Cameroon,Granada CF,5500000,16000,Right
243574,Zachary Brault-Guillard,21,Canada,Montreal Impact,850000,2000,Right
214838,Óscar Opazo,29,Chile,Colo-Colo,6500000,9000,Right
241403,Abdoulaye Dabo,19,France,FC Nantes,800000,3000,Left
238389,Ben Wilmot,20,England,Watford,1300000,4000,Right
239361,Dani de Wit,22,Netherlands,AZ Alkmaar,1400000,5000,Right
243650,David José Gomes O. Tavares,21,Portugal,Moreirense FC,1200000,3000,Left
243386,Diego Valencia,20,Chile,Universidad Católica,1200000,3000,Right
253162,Hans Nicolussi Caviglia,20,Italy,Juventus,650000,8000,Right
236998,James Léa Siliki,24,France,Stade Rennais FC,5500000,29000,Left
239704,Kai Wagner,23,Germany,Philadelphia Union,3500000,5000,Left
252931,Luka Ivanušec,21,Croatia,Dinamo Zagreb,3700000,500,Right
237160,Ro-Shaun Williams,21,England,Shrewsbury,725000,2000,Right
246874,Robbie Gotts,20,England,Leeds United,550000,10000,Right
237003,Samuele Birindelli,19,Italy,Pisa,1800000,750,Right
258923,Sergio Arribas Calvo,18,Spain,Real Madrid,925000,9000,Left
202330,Abdoulay Diaby,29,Mali,Sporting CP,6500000,14000,Left
192012,Diego Reyes,27,Mexico,Tigres U.A.N.L.,2500000,25000,Right
213654,Glen Kamara,24,Finland,Rangers FC,2500000,23000,Right
206085,Jacob Murphy,25,England,Newcastle United,2900000,25000,Right
220132,Joseba Zaldúa Bengoetxea,28,Spain,Real Sociedad,11000000,32000,Right
225441,Kasey Palmer,23,England,Bristol City,1500000,17000,Right
222528,Lynden Gooch,24,United States,Sunderland,1000000,5000,Right
220019,Marcus Harness,24,England,Portsmouth,875000,4000,Right
216791,Matthew Pennington,25,England,Everton,900000,19000,Right
212878,Nicolás Castillo,27,Chile,Club América,3600000,28000,Right
235413,Radosław Majecki,20,Poland,AS Monaco,1300000,8000,Right
211267,Ricardo Centurión,27,Argentina,Vélez Sarsfield,9500000,21000,Right
234171,Roland Sallai,23,Hungary,SC Freiburg,4200000,15000,Right
169705,Ryan Bertrand,30,England,Southampton,8000000,50000,Left
220172,Saidy Janko,24,Switzerland,FC Porto,3700000,8000,Right
233957,Sam Field,22,England,West Bromwich Albion,1200000,19000,Left
136113,Wes Morgan,36,Jamaica,Leicester City,800000,35000,Right
193738,Younès Belhanda,30,Morocco,Galatasaray SK,10000000,64000,Right
213761,Abderrazak Hamdallah,29,Morocco,Al Nassr,12500000,52000,Right
188044,Alan Douglas Borges de Carvalho,30,China PR,Beijing Sinobo Guoan FC,8500000,23000,Right
203910,Anthony Knockaert,28,France,Fulham,5500000,81000,Left
163155,Ben Foster,37,England,Watford,1300000,12000,Left
232440,Caio Henrique Oliveira Silva,22,Brazil,AS Monaco,1200000,14000,Left
187924,Clément Grenier,29,France,Stade Rennais FC,3800000,35000,Right
236466,Clément Michelin,23,France,Racing Club de Lens,3900000,21000,Right
227153,Cristian Borja,27,Colombia,Sporting CP,6000000,12000,Left
186146,Danny Welbeck,29,England,Watford,5500000,19000,Right
189484,Davide Santon,29,Italy,Roma,5500000,500,Right
234576,Diogo Lucas Queirós,21,Portugal,FC Porto,2600000,5000,Right
255529,El Bilal Touré,18,Mali,Stade de Reims,950000,3000,Right
252259,Enzo Millot,17,France,AS Monaco,400000,950,Left
175254,Felipe Caicedo,31,Ecuador,Lazio,9500000,60000,Left
207471,Franco Vázquez,31,Argentina,Sevilla FC,7500000,27000,Left
244364,Gabriel Resende Brazão,19,Brazil,Real Oviedo,900000,1000,Right
161648,Hatem Ben Arfa,33,France,Real Valladolid CF,4000000,19000,Left
245703,Igor Diveev,20,Russia,PFC CSKA Moscow,1900000,12000,Right
222634,Isaac Success,24,Nigeria,Watford,3300000,12000,Right
195479,James Tavernier,28,England,Rangers FC,5500000,44000,Right
202087,Johannes Geis,26,Germany,1. FC Nürnberg,4300000,11000,Right
176237,Jozy Altidore,30,United States,Toronto FC,5500000,9000,Right
197166,Juan Agudelo,27,United States,Inter Miami,1000000,4000,Right
241038,Keanan Bennetts,21,England,Borussia Mönchengladbach,625000,5000,Left
213209,Kellyn Acosta,24,United States,Colorado Rapids,3000000,5000,Right
158963,Lucas Biglia,34,Argentina,Fatih Karagümrük S.K.,3400000,15000,Right
182495,Martín Cáceres,33,Uruguay,Fiorentina,3600000,42000,Right
241850,Mateo Retegui,21,Argentina,Boca Juniors,1700000,6000,Right
235563,Mounir Chouiar,21,France,Dijon FCO,5500000,9000,Right
240892,Mustafa Kapı,17,Turkey,LOSC Lille,200000,650,Right
243360,Nils Fröling,20,Sweden,Kalmar FF,1300000,1000,Right
236757,Patryk Klimala,21,Poland,Celtic,850000,10000,Right
212382,Paul Ebere Onuachu,26,Nigeria,KRC Genk,3900000,13000,Right
224251,Robin Zentner,25,Germany,1. FSV Mainz 05,6500000,18000,Right
223597,Ruben Aguilar,27,France,AS Monaco,10500000,46000,Right
213884,Ryan Christie,25,Scotland,Celtic,8500000,44000,Left
251700,Segundo Mandíquez,31,Ecuador,,0,0,Right
192679,Sergio Escudero Palomo,30,Spain,Sevilla FC,11500000,31000,Left
225199,Vincent Koziello,24,France,CD Nacional,3100000,7000,Right
239496,Yassin Fekir,23,France,Real Betis,700000,5000,Right
252930,Ismael Casas Casado,19,Spain,Málaga CF,1500000,2000,Right
236378,Alessandro Plizzari,19,Italy,Livorno,1200000,500,Right
176571,André Ayew,30,Ghana,Swansea City,7500000,29000,Left
235123,Andrés Iniestra,24,Mexico,U.N.A.M.,1200000,5000,Left
251617,Armin Gigović,18,Sweden,Helsingborgs IF,525000,500,Right
189280,Ashley Westwood,30,England,Burnley,8500000,50000,Right
229793,Benjamin Tetteh,22,Ghana,Yeni Malatyaspor,3700000,9000,Right
235744,Brandon Thomas-Asante,21,England,Salford City,425000,3000,Right
251421,Brennan Johnson,19,Wales,Lincoln City,325000,1000,Right
174543,Claudio Bravo,37,Chile,Real Betis,900000,12000,Right
231063,Clayton Lewis,23,New Zealand,,0,0,Left
245341,Cole Bassett,18,United States,Colorado Rapids,750000,650,Right
179789,Damien Da Silva,32,France,Stade Rennais FC,5500000,40000,Right
198032,Dan Burn,28,England,Brighton & Hove Albion,6500000,46000,Left
171833,Daniel Sturridge,29,England,Trabzonspor,9000000,36000,Left
177392,Dieumerci Mbokani,34,DR Congo,Royal Antwerp FC,5500000,27000,Right
236457,Dimitris Giannoulis,24,Greece,PAOK,6500000,500,Left
243612,Dion Sanderson,20,England,Wolverhampton Wanderers,925000,10000,Right
230360,Everton Jorge Simão Resende,20,Brazil,Grêmio,10000000,21000,Right
223751,Gideon Jung,25,Germany,Hamburger SV,2700000,9000,Right
213490,Isaiah Brown,23,England,Sheffield Wednesday,3300000,12000,Right
218660,Josh Sims,23,England,Southampton,2600000,23000,Left
230625,Matheus Reis de Lima,25,Brazil,Rio Ave FC,8500000,10000,Left
246309,Miguel Mariz Luís,21,Portugal,Sporting CP,1800000,5000,Right
248174,Nassim Boujellab,21,Morocco,FC Schalke 04,975000,5000,Right
218745,Olivier Ntcham,24,France,Celtic,5500000,34000,Right
204538,Raúl Ruidíaz,29,Peru,Seattle Sounders FC,9000000,11000,Right
9676,Samuel Eto'o,36,Cameroon,Atiker Konyaspor,6500000,20000,Right
207562,Sebastian Andersson,28,Sweden,1. FC Köln,8000000,30000,Right
207952,Semi Ajayi,26,Nigeria,West Bromwich Albion,4400000,52000,Right
190059,Steven Zuber,28,Switzerland,Eintracht Frankfurt,5500000,25000,Right
239732,Szymon Żurkowski,22,Poland,Empoli,2700000,3000,Right
243910,Trae Coyle,19,England,Gillingham,190000,1000,Right
244234,Aaron Opoku,21,Germany,Hamburger SV,1400000,4000,Right
241937,Abdou Harroui,22,Netherlands,Sparta Rotterdam,1400000,5000,Right
213937,Ager Aketxe Barrutia,26,Spain,UD Almería,2900000,7000,Left
254859,Alex Mighten,18,England,Nottingham Forest,325000,3000,Right
227873,Almamy Touré,24,France,Eintracht Frankfurt,6500000,19000,Right
226789,Angelo Fulgini,23,France,Angers SCO,8000000,18000,Right
241771,Anthony Nwakaeme,31,Nigeria,Trabzonspor,9000000,34000,Right
244426,Bogdan Lednev,22,Ukraine,Dynamo Kyiv,6000000,500,Left
223877,Darnell Furlong,24,England,West Bromwich Albion,2800000,35000,Right
228675,Dmitriy Barinov,23,Russia,Lokomotiv Moscow,8500000,33000,Right
240611,Dru Yearwood,20,England,New York Red Bulls,800000,1000,Right
243357,Franck Evina,19,Cameroon,Hannover 96,975000,3000,Right
246923,Jacob Ramsey,19,England,Aston Villa,170000,4000,Right
252326,Juan Manuel Sanabria,20,Uruguay,Atlético Madrid,1200000,8000,Left
242914,Keito Nakamura,19,Japan,Sint-Truidense VV,1400000,3000,Right
213750,Ken Sema,26,Sweden,Watford,4300000,15000,Left
245906,Malachi Fagan-Walcott,18,England,Tottenham Hotspur,450000,3000,Right
244497,Marcos Robson Cipriano,21,Brazil,Shakhtar Donetsk,1500000,500,Left
229593,Marko Pjaca,25,Croatia,Genoa,8500000,18000,Right
220502,Mattia Zaccagni,25,Italy,Hellas Verona,9000000,26000,Right
237321,Mergim Berisha,22,Germany,FC Red Bull Salzburg,1500000,12000,Right
253945,Mohamed Magdy,24,Egypt,,0,0,Right
254022,Nick Woltemade,18,Germany,SV Werder Bremen,425000,2000,Right
227890,Nuno Miguel Gomes dos Santos,25,Portugal,Sporting CP,9500000,14000,Left
229050,Oskar Buur Rasmussen,22,Denmark,Wolverhampton Wanderers,300000,8000,Right
231110,Patrick Erras,25,Germany,SV Werder Bremen,1300000,11000,Right
245297,Rafael Di Leonardo,24,Uruguay,,0,0,Right
246914,Robert Rojas,24,Paraguay,River Plate,7000000,12000,Right
213017,Ben Davies,24,England,Preston North End,3900000,16000,Left
193849,Conor Hourihane,29,Republic of Ireland,Aston Villa,6500000,50000,Left
212212,Dominik Kohr,26,Germany,Eintracht Frankfurt,7000000,23000,Right
197756,Jordan Ayew,28,Ghana,Crystal Palace,9000000,59000,Right
192641,Kevin Vogt,28,Germany,TSG 1899 Hoffenheim,8000000,33000,Right
188154,Lewis Holtby,29,Germany,Blackburn Rovers,3000000,31000,Left
187754,Marlos Romero Bonfim,32,Ukraine,Shakhtar Donetsk,14000000,500,Left
166706,Martin Škrtel,35,Slovakia,Medipol Başakşehir FK,3100000,26000,Right
195033,Mathew Leckie,29,Australia,Hertha BSC,3000000,30000,Right
206626,Mikael Ishak,27,Sweden,Lech Poznań,2100000,7000,Right
207557,Robin Olsen,30,Sweden,Roma,7000000,500,Right
192622,Shane Duffy,28,Republic of Ireland,Celtic,8500000,50000,Right
202685,Simone Zaza,29,Italy,Torino,9000000,48000,Left
181820,Stevan Jovetić,30,Montenegro,AS Monaco,8500000,51000,Right
212260,Ui Jo Hwang,27,Korea Republic,FC Girondins de Bordeaux,4300000,27000,Right
191565,Yūya Ōsako,30,Japan,SV Werder Bremen,6500000,28000,Right
227732,Anastasios Donis,23,Greece,Stade de Reims,4400000,17000,Right
236518,Arnaud Nordin,22,France,AS Saint-Étienne,4600000,19000,Left
230426,Arturo Adolfo Inálcio Dutra,20,Brazil,Flamengo,11500000,30000,Right
184274,Chris Basham,31,England,Sheffield United,6500000,33000,Right
237407,Chris Durkin,20,United States,Sint-Truidense VV,1100000,3000,Right
193254,Christopher Trimmel,33,Austria,1. FC Union Berlin,3000000,25000,Right
225667,Conor Chaplin,23,England,Barnsley,1300000,6000,Left
239631,Danny Loader,18,England,Reading,775000,2000,Right
252526,Darian Males,19,Switzerland,Genoa,275000,2000,Left
234151,David Carmona Sierra,22,Spain,Racing Santander,900000,2000,Right
245065,Diego Palacios,20,Ecuador,Los Angeles FC,2600000,3000,Left
246267,Dominik Kotarski,20,Croatia,Ajax,925000,2000,Right
206655,Eduardo Vargas,30,Chile,Tigres U.A.N.L.,6500000,41000,Right
236723,Fodé Ballo-Touré,23,France,AS Monaco,4900000,28000,Left
243767,Gavin Kilkenny,20,Republic of Ireland,Bournemouth,350000,2000,Right
170733,Gervais Yao Kouassi,33,Ivory Coast,Parma,6500000,38000,Right
239580,Gleison Bremer Silva Nascimento,23,Brazil,Torino,3300000,20000,Right
238580,Idriz Voca,23,Kosovo,MKE Ankaragücü,2800000,11000,Right
252594,Isaac Lihadji,18,France,LOSC Lille,600000,3000,Left
241037,Jack Roles,21,Cyprus,Burton Albion,800000,2000,Left
255339,Jayden Nelson,17,Canada,Toronto FC,500000,500,Left
231044,Joe Aribo,23,Nigeria,Rangers FC,3300000,27000,Left
232905,Junya Ito,27,Japan,KRC Genk,7000000,18000,Right
207444,Jürgen Damm,27,Mexico,Atlanta United,4200000,7000,Right
192816,Leandro Cabrera,28,Uruguay,RCD Espanyol,8500000,10000,Left
243840,Lee O'Connor,19,Republic of Ireland,Tranmere Rovers,725000,1000,Right
220932,Lovre Kalinić,30,Croatia,Aston Villa,4500000,36000,Left
206304,Luka Milivojević,29,Serbia,Crystal Palace,11000000,58000,Right
248405,Mark McGuinness,19,Republic of Ireland,Ipswich Town,180000,1000,Right
233061,Mathias Pereira Lage,23,Portugal,Angers SCO,5500000,17000,Right
236898,Michel Aebischer,23,Switzerland,BSC Young Boys,6000000,16000,Right
245264,Mikkel Kaufmann,19,Denmark,FC København,1200000,4000,Right
219258,Pedro Henrique Pereira da Silva,27,Brazil,Vitória Guimarães,9500000,11000,Left
210372,Rachid Ghezzal,28,Algeria,Leicester City,4000000,60000,Left
234229,Ross McCrorie,22,Scotland,Aberdeen,1200000,3000,Right
104389,Rune Almenning Jarstein,35,Norway,Hertha BSC,2400000,21000,Right
222836,Ryan Ledson,22,England,Preston North End,1100000,8000,Right
