playerID,overallrating,Position,Height,Weight,LWB,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Speed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,DefensiveAwareness,StandingTackle,SlidingTackle,WeakFoot,SkillMoves,attackRate,defendRate
205923,80,LB,182,76,79,79,78,76,76,76,78,78.0,58.0,66.0,79.0,48.0,75.0,72.0,48.0,70.0,78.0,73.0,73.0,68.0,78.0,68.0,65.0,74.0,83.0,69.0,52.0,76.0,79.0,64.0,75.0,54.0,74.0,77.0,82.0,80.0,3,3,Medium,High
208165,76,LCB,190,83,67,67,70,76,76,76,70,53.0,36.0,77.0,68.0,32.0,34.0,42.0,30.0,68.0,68.0,45.0,35.0,44.0,79.0,51.0,52.0,37.0,71.0,83.0,30.0,80.0,80.0,55.0,56.0,38.0,70.0,80.0,79.0,78.0,3,2,Medium,Medium
179944,80,CB,187,86,74,74,75,79,79,79,75,68.0,55.0,80.0,77.0,63.0,68.0,70.0,72.0,80.0,79.0,59.0,61.0,66.0,76.0,56.0,81.0,77.0,68.0,78.0,72.0,85.0,80.0,54.0,71.0,75.0,75.0,77.0,81.0,79.0,3,3,Medium,Medium
242663,75,RCB,190,83,70,70,71,75,75,75,71,65.0,34.0,80.0,64.0,26.0,64.0,41.0,42.0,71.0,67.0,69.0,77.0,61.0,72.0,55.0,61.0,65.0,67.0,79.0,39.0,82.0,72.0,48.0,54.0,34.0,65.0,76.0,76.0,71.0,3,2,Medium,Medium
216380,77,LB,154,64,76,76,75,72,72,72,75,79.0,58.0,69.0,80.0,67.0,80.0,74.0,65.0,78.0,80.0,79.0,79.0,83.0,77.0,75.0,63.0,72.0,71.0,54.0,59.0,76.0,75.0,70.0,79.0,56.0,69.0,74.0,73.0,69.0,3,4,High,Medium
252793,61,CB,185,72,58,58,59,61,61,61,59,41.0,29.0,64.0,55.0,33.0,49.0,44.0,34.0,52.0,58.0,61.0,64.0,51.0,57.0,62.0,54.0,68.0,65.0,59.0,28.0,60.0,60.0,36.0,49.0,43.0,57.0,61.0,63.0,62.0,3,2,High,Medium
232488,73,CB,185,78,62,62,66,73,73,73,66,31.0,26.0,76.0,55.0,33.0,36.0,35.0,29.0,46.0,57.0,61.0,63.0,63.0,71.0,64.0,51.0,76.0,71.0,74.0,37.0,88.0,76.0,31.0,36.0,40.0,60.0,70.0,75.0,75.0,2,2,Low,High
229582,76,RCB,190,77,66,66,69,76,76,76,69,34.0,48.0,79.0,59.0,40.0,51.0,38.0,34.0,42.0,70.0,54.0,54.0,34.0,77.0,57.0,51.0,71.0,73.0,75.0,34.0,76.0,78.0,32.0,51.0,47.0,66.0,78.0,79.0,77.0,3,2,Medium,High
179645,80,RCB,190,82,70,70,73,79,79,79,73,50.0,55.0,81.0,78.0,37.0,46.0,52.0,69.0,69.0,70.0,61.0,61.0,48.0,75.0,53.0,78.0,73.0,65.0,77.0,41.0,82.0,82.0,31.0,49.0,61.0,69.0,81.0,82.0,78.0,3,2,Low,High
220570,77,LCB,187,77,68,68,70,77,77,77,70,44.0,19.0,76.0,65.0,20.0,50.0,23.0,26.0,55.0,59.0,55.0,68.0,56.0,79.0,61.0,25.0,80.0,69.0,77.0,23.0,78.0,82.0,26.0,52.0,32.0,62.0,79.0,79.0,75.0,3,2,Medium,High
231512,69,LCB,190,76,67,67,67,66,66,66,67,64.0,34.0,61.0,63.0,35.0,67.0,44.0,42.0,56.0,69.0,72.0,75.0,63.0,61.0,62.0,50.0,60.0,70.0,74.0,39.0,64.0,66.0,60.0,55.0,45.0,67.0,67.0,68.0,67.0,3,3,Medium,Medium
202048,79,CB,185,79,73,73,73,77,77,77,73,65.0,51.0,74.0,81.0,56.0,62.0,60.0,61.0,85.0,79.0,46.0,48.0,48.0,79.0,54.0,68.0,78.0,78.0,74.0,64.0,74.0,78.0,50.0,73.0,60.0,80.0,83.0,78.0,74.0,3,2,Low,High
207863,84,LCB,190,83,73,73,76,84,84,84,76,45.0,39.0,84.0,73.0,44.0,57.0,32.0,30.0,69.0,63.0,58.0,66.0,65.0,83.0,55.0,46.0,90.0,76.0,89.0,41.0,92.0,87.0,34.0,50.0,47.0,75.0,87.0,86.0,83.0,3,2,Medium,High
247832,72,RB,175,68,70,70,70,67,67,67,70,69.0,40.0,58.0,67.0,47.0,74.0,71.0,42.0,53.0,71.0,79.0,84.0,77.0,71.0,72.0,52.0,74.0,71.0,62.0,51.0,68.0,66.0,64.0,58.0,46.0,70.0,67.0,67.0,71.0,4,3,High,Medium
242660,69,RB,187,79,66,66,67,69,69,69,67,56.0,29.0,60.0,66.0,31.0,59.0,37.0,35.0,50.0,63.0,69.0,76.0,72.0,64.0,64.0,46.0,83.0,63.0,68.0,30.0,72.0,65.0,48.0,46.0,42.0,65.0,68.0,74.0,72.0,3,2,Medium,Medium
212300,78,CB,190,84,73,73,74,78,78,78,74,71.0,35.0,76.0,71.0,30.0,62.0,47.0,32.0,64.0,67.0,59.0,65.0,54.0,78.0,48.0,41.0,81.0,79.0,83.0,40.0,82.0,79.0,42.0,58.0,34.0,67.0,80.0,79.0,74.0,2,2,High,Medium
192638,81,LB,187,84,79,79,79,78,78,78,79,83.0,71.0,83.0,83.0,76.0,78.0,85.0,86.0,71.0,83.0,67.0,63.0,64.0,82.0,57.0,84.0,73.0,91.0,76.0,77.0,75.0,74.0,77.0,67.0,64.0,75.0,73.0,81.0,78.0,3,3,High,Low
207862,82,CB,190,86,76,76,77,82,82,82,77,68.0,55.0,84.0,78.0,53.0,61.0,44.0,42.0,71.0,74.0,54.0,66.0,55.0,85.0,49.0,74.0,69.0,74.0,83.0,46.0,72.0,84.0,55.0,69.0,67.0,71.0,86.0,86.0,77.0,3,2,Medium,Medium
233493,75,LWB,175,71,73,73,73,69,69,69,73,73.0,38.0,63.0,69.0,33.0,70.0,54.0,36.0,54.0,75.0,80.0,81.0,74.0,60.0,73.0,66.0,68.0,79.0,66.0,45.0,50.0,72.0,47.0,60.0,54.0,63.0,73.0,74.0,72.0,3,2,High,High
232708,71,LB,167,66,69,69,69,68,68,68,69,72.0,33.0,53.0,65.0,33.0,67.0,67.0,38.0,54.0,65.0,74.0,70.0,80.0,67.0,83.0,56.0,73.0,71.0,62.0,47.0,74.0,68.0,58.0,67.0,54.0,62.0,71.0,73.0,71.0,2,3,Medium,High
238095,75,RCB,195,89,72,72,72,75,75,75,72,72.0,38.0,70.0,68.0,35.0,60.0,34.0,22.0,64.0,68.0,65.0,58.0,44.0,74.0,40.0,60.0,68.0,76.0,85.0,54.0,78.0,75.0,22.0,55.0,34.0,70.0,76.0,77.0,74.0,3,2,Medium,High
232755,72,LWB,170,63,70,70,70,66,66,66,70,66.0,35.0,53.0,67.0,34.0,73.0,58.0,52.0,49.0,72.0,91.0,80.0,83.0,65.0,84.0,50.0,71.0,70.0,57.0,38.0,62.0,67.0,58.0,54.0,43.0,65.0,66.0,73.0,68.0,3,3,High,Medium
202562,80,LB,175,79,79,79,78,76,76,76,78,81.0,63.0,69.0,75.0,57.0,80.0,75.0,56.0,72.0,81.0,87.0,88.0,77.0,78.0,81.0,75.0,71.0,78.0,76.0,65.0,75.0,77.0,71.0,73.0,51.0,77.0,76.0,76.0,77.0,3,3,High,Medium
248874,65,CB,185,77,58,58,60,65,65,65,60,39.0,34.0,63.0,62.0,34.0,52.0,39.0,42.0,44.0,53.0,65.0,56.0,54.0,58.0,63.0,54.0,62.0,52.0,66.0,33.0,64.0,66.0,27.0,42.0,45.0,58.0,64.0,70.0,68.0,3,2,Medium,High
217940,82,RCB,154,72,76,76,78,82,82,82,78,60.0,29.0,77.0,75.0,22.0,50.0,51.0,48.0,69.0,71.0,73.0,71.0,71.0,82.0,69.0,67.0,79.0,74.0,80.0,27.0,88.0,85.0,49.0,42.0,41.0,73.0,84.0,86.0,83.0,4,2,Medium,High
212100,72,LB,175,73,70,70,70,68,68,68,70,64.0,41.0,66.0,67.0,41.0,74.0,42.0,38.0,66.0,73.0,77.0,79.0,69.0,69.0,68.0,62.0,71.0,69.0,66.0,36.0,63.0,68.0,66.0,62.0,50.0,63.0,64.0,74.0,69.0,3,3,High,Medium
236441,76,RB,167,66,75,75,74,69,69,69,74,76.0,63.0,58.0,73.0,41.0,78.0,63.0,37.0,69.0,74.0,88.0,85.0,78.0,72.0,77.0,72.0,50.0,86.0,64.0,59.0,75.0,70.0,76.0,71.0,44.0,73.0,68.0,70.0,73.0,3,4,High,Low
183512,83,LB,154,79,81,81,81,80,80,80,81,82.0,61.0,75.0,82.0,59.0,72.0,80.0,55.0,72.0,80.0,82.0,84.0,77.0,80.0,80.0,80.0,85.0,86.0,80.0,76.0,85.0,82.0,62.0,66.0,59.0,78.0,80.0,80.0,77.0,3,3,High,Medium
237086,73,RCB,190,78,67,67,69,73,73,73,69,35.0,23.0,71.0,77.0,24.0,54.0,21.0,23.0,66.0,65.0,69.0,79.0,64.0,72.0,75.0,44.0,72.0,73.0,84.0,37.0,69.0,71.0,48.0,57.0,30.0,64.0,72.0,73.0,71.0,2,3,Medium,Medium
225859,75,LCB,190,86,71,71,72,75,75,75,72,62.0,35.0,79.0,69.0,39.0,64.0,32.0,36.0,67.0,65.0,66.0,82.0,65.0,72.0,53.0,46.0,75.0,74.0,83.0,39.0,71.0,73.0,34.0,48.0,44.0,65.0,74.0,75.0,76.0,3,2,Medium,Medium
252339,68,CB,190,82,63,63,64,68,68,68,64,48.0,36.0,63.0,66.0,35.0,57.0,49.0,32.0,62.0,63.0,64.0,67.0,69.0,67.0,50.0,53.0,66.0,58.0,79.0,38.0,65.0,68.0,44.0,56.0,47.0,66.0,67.0,69.0,66.0,3,2,High,High
223641,74,CB,190,88,64,64,67,74,74,74,67,33.0,26.0,73.0,69.0,26.0,44.0,31.0,28.0,68.0,57.0,65.0,73.0,51.0,67.0,52.0,60.0,71.0,65.0,85.0,27.0,72.0,74.0,32.0,55.0,34.0,62.0,73.0,77.0,75.0,3,2,Medium,Medium
253052,68,RB,154,69,66,66,66,63,63,63,66,68.0,21.0,55.0,63.0,22.0,61.0,31.0,29.0,63.0,64.0,91.0,89.0,83.0,63.0,73.0,42.0,83.0,73.0,66.0,26.0,75.0,56.0,38.0,48.0,24.0,53.0,53.0,64.0,66.0,2,2,High,Medium
240976,75,LB,172,68,73,73,73,71,71,71,73,76.0,64.0,68.0,74.0,48.0,73.0,50.0,61.0,70.0,73.0,79.0,78.0,78.0,73.0,77.0,71.0,75.0,74.0,66.0,68.0,81.0,70.0,70.0,70.0,53.0,70.0,71.0,70.0,71.0,3,3,High,Medium
194957,75,CB,185,71,66,66,68,75,75,75,68,58.0,44.0,77.0,69.0,49.0,57.0,38.0,35.0,66.0,54.0,51.0,54.0,52.0,74.0,50.0,68.0,80.0,53.0,77.0,49.0,85.0,78.0,42.0,54.0,50.0,62.0,74.0,76.0,77.0,3,2,Medium,High
200724,80,CB,154,76,77,77,78,79,79,79,78,70.0,32.0,78.0,78.0,38.0,59.0,55.0,37.0,61.0,76.0,72.0,83.0,60.0,75.0,73.0,54.0,82.0,81.0,79.0,28.0,80.0,79.0,37.0,53.0,45.0,73.0,77.0,83.0,82.0,4,2,Medium,High
222558,75,RB,182,79,73,73,73,72,72,72,73,75.0,53.0,69.0,74.0,66.0,74.0,60.0,60.0,73.0,76.0,83.0,84.0,64.0,71.0,65.0,80.0,73.0,64.0,74.0,69.0,78.0,67.0,65.0,69.0,52.0,68.0,70.0,73.0,73.0,3,3,High,Medium
212419,75,CB,195,77,71,71,72,75,75,75,72,70.0,37.0,74.0,68.0,34.0,68.0,53.0,37.0,70.0,66.0,62.0,69.0,55.0,76.0,45.0,61.0,66.0,72.0,83.0,42.0,84.0,73.0,53.0,57.0,45.0,71.0,75.0,75.0,74.0,3,3,Medium,Medium
228579,76,RB,182,78,74,74,74,72,72,72,74,74.0,50.0,63.0,74.0,53.0,76.0,73.0,49.0,66.0,75.0,74.0,75.0,75.0,73.0,69.0,62.0,66.0,74.0,68.0,46.0,68.0,74.0,62.0,69.0,59.0,75.0,73.0,74.0,74.0,4,3,High,Medium
244269,74,CB,193,91,65,65,67,74,74,74,67,33.0,38.0,75.0,68.0,19.0,52.0,44.0,54.0,68.0,60.0,61.0,68.0,53.0,70.0,42.0,74.0,77.0,76.0,81.0,38.0,77.0,74.0,37.0,54.0,42.0,75.0,73.0,73.0,73.0,3,2,Medium,Medium
244749,67,LCB,187,76,60,60,61,67,67,67,61,41.0,38.0,75.0,62.0,38.0,56.0,43.0,41.0,59.0,64.0,42.0,58.0,46.0,62.0,50.0,62.0,66.0,67.0,74.0,46.0,68.0,62.0,39.0,47.0,48.0,65.0,61.0,69.0,67.0,3,2,Medium,Medium
216189,81,RB,175,74,80,80,79,77,77,77,79,81.0,56.0,60.0,80.0,54.0,78.0,80.0,58.0,67.0,78.0,82.0,83.0,80.0,76.0,86.0,83.0,81.0,93.0,86.0,67.0,86.0,77.0,78.0,78.0,54.0,78.0,74.0,78.0,76.0,3,3,High,High
218659,76,LB,182,69,75,75,74,70,70,70,74,81.0,40.0,60.0,73.0,40.0,69.0,77.0,62.0,62.0,74.0,70.0,74.0,69.0,74.0,63.0,65.0,61.0,78.0,65.0,38.0,63.0,77.0,62.0,62.0,51.0,65.0,73.0,74.0,71.0,2,3,High,Medium
205989,75,CB,182,87,73,73,73,75,75,75,73,69.0,54.0,73.0,76.0,47.0,66.0,60.0,49.0,70.0,75.0,64.0,68.0,60.0,72.0,66.0,60.0,71.0,74.0,77.0,58.0,77.0,76.0,54.0,63.0,54.0,64.0,74.0,78.0,74.0,3,2,Medium,High
228174,68,CB,182,92,61,61,63,68,68,68,63,40.0,17.0,67.0,69.0,26.0,44.0,27.0,30.0,66.0,57.0,61.0,64.0,53.0,65.0,60.0,36.0,72.0,55.0,79.0,16.0,62.0,66.0,27.0,41.0,38.0,60.0,67.0,71.0,68.0,3,2,Medium,Medium
245132,73,CB,187,77,62,62,65,73,73,73,65,29.0,38.0,80.0,66.0,28.0,46.0,22.0,21.0,56.0,57.0,60.0,66.0,48.0,66.0,59.0,42.0,77.0,64.0,75.0,40.0,80.0,70.0,25.0,34.0,37.0,62.0,74.0,75.0,74.0,4,2,High,Medium
245226,66,CB,187,83,55,55,58,66,66,66,58,25.0,24.0,66.0,55.0,28.0,44.0,30.0,31.0,36.0,52.0,52.0,51.0,46.0,62.0,46.0,41.0,71.0,61.0,79.0,28.0,73.0,61.0,29.0,28.0,40.0,63.0,64.0,69.0,66.0,3,2,Low,Medium
207993,78,LB,182,86,75,75,75,78,78,78,75,74.0,57.0,74.0,78.0,55.0,75.0,61.0,42.0,62.0,76.0,69.0,77.0,60.0,72.0,55.0,82.0,79.0,78.0,90.0,58.0,93.0,70.0,73.0,74.0,54.0,72.0,71.0,79.0,77.0,2,3,High,Medium
226103,67,LB,175,64,65,65,65,64,64,64,65,64.0,26.0,57.0,62.0,21.0,63.0,33.0,36.0,43.0,65.0,72.0,,,60.0,77.0,49.0,75.0,70.0,62.0,44.0,65.0,66.0,55.0,40.0,40.0,49.0,64.0,64.0,66.0,3,2,Medium,Medium
223724,80,RB,175,69,77,77,77,74,74,74,77,78.0,59.0,64.0,76.0,63.0,76.0,65.0,33.0,70.0,71.0,82.0,78.0,77.0,77.0,78.0,73.0,68.0,93.0,72.0,65.0,88.0,74.0,66.0,60.0,45.0,75.0,72.0,74.0,77.0,3,3,High,High
229980,75,CB,190,69,68,68,69,75,75,75,69,41.0,43.0,77.0,72.0,31.0,59.0,62.0,37.0,71.0,69.0,55.0,64.0,72.0,72.0,55.0,55.0,84.0,77.0,75.0,35.0,74.0,75.0,59.0,65.0,48.0,75.0,77.0,74.0,73.0,3,2,Medium,High
197061,83,CB,193,89,74,74,76,83,83,83,76,54.0,36.0,84.0,77.0,50.0,69.0,63.0,22.0,74.0,72.0,51.0,67.0,51.0,84.0,42.0,66.0,75.0,69.0,80.0,48.0,84.0,86.0,48.0,72.0,42.0,79.0,85.0,86.0,80.0,2,2,Medium,Medium
240334,62,LCB,195,78,55,55,57,62,62,62,57,34.0,25.0,62.0,43.0,35.0,42.0,34.0,29.0,37.0,50.0,56.0,66.0,53.0,56.0,51.0,41.0,70.0,62.0,74.0,27.0,58.0,60.0,32.0,37.0,43.0,50.0,64.0,65.0,63.0,2,2,Medium,High
254588,56,CB,190,81,50,50,52,56,56,56,52,33.0,29.0,54.0,41.0,28.0,31.0,36.0,28.0,36.0,37.0,57.0,59.0,45.0,48.0,45.0,45.0,57.0,55.0,59.0,23.0,57.0,57.0,31.0,37.0,40.0,50.0,55.0,62.0,59.0,3,2,Medium,Medium
240277,63,CB,185,78,54,54,57,63,63,63,57,36.0,22.0,65.0,50.0,32.0,47.0,41.0,28.0,37.0,52.0,53.0,51.0,47.0,53.0,52.0,52.0,69.0,44.0,63.0,41.0,47.0,58.0,23.0,31.0,42.0,56.0,74.0,71.0,68.0,3,2,Low,High
233486,75,LCB,187,81,64,64,67,75,75,75,67,35.0,19.0,74.0,80.0,25.0,32.0,29.0,25.0,52.0,68.0,59.0,61.0,43.0,63.0,55.0,40.0,80.0,53.0,82.0,22.0,68.0,77.0,21.0,31.0,34.0,55.0,77.0,78.0,74.0,3,2,Medium,Medium
178372,80,CB,185,91,74,74,76,80,80,80,76,72.0,57.0,85.0,71.0,48.0,58.0,70.0,48.0,76.0,66.0,63.0,61.0,57.0,76.0,47.0,73.0,83.0,78.0,85.0,62.0,86.0,79.0,61.0,57.0,58.0,81.0,81.0,82.0,82.0,3,2,High,Medium
251809,69,LCB,193,81,60,60,63,69,69,69,63,35.0,21.0,73.0,63.0,27.0,39.0,25.0,28.0,54.0,58.0,67.0,72.0,58.0,60.0,41.0,43.0,77.0,68.0,82.0,37.0,67.0,63.0,28.0,35.0,37.0,64.0,65.0,74.0,65.0,3,2,Medium,Medium
191210,75,RB,175,67,73,73,73,73,73,73,73,76.0,58.0,72.0,73.0,58.0,74.0,78.0,80.0,74.0,75.0,73.0,72.0,70.0,72.0,74.0,75.0,69.0,58.0,65.0,69.0,71.0,74.0,72.0,67.0,67.0,68.0,75.0,75.0,76.0,3,3,High,Medium
254529,61,RB,182,73,59,59,59,56,56,56,59,62.0,29.0,54.0,53.0,30.0,56.0,34.0,31.0,47.0,59.0,79.0,78.0,68.0,55.0,75.0,42.0,60.0,64.0,59.0,33.0,56.0,52.0,57.0,45.0,42.0,45.0,48.0,60.0,57.0,3,2,High,Medium
215930,75,CB,182,82,70,70,71,75,75,75,71,67.0,51.0,75.0,68.0,43.0,60.0,45.0,30.0,60.0,66.0,66.0,70.0,67.0,70.0,65.0,65.0,80.0,65.0,75.0,39.0,83.0,76.0,49.0,39.0,44.0,66.0,74.0,76.0,73.0,3,2,Medium,Medium
236804,70,LCB,154,77,69,69,69,70,70,70,69,57.0,33.0,65.0,69.0,29.0,69.0,37.0,32.0,57.0,67.0,77.0,79.0,69.0,69.0,69.0,27.0,69.0,69.0,75.0,32.0,73.0,71.0,63.0,57.0,44.0,69.0,71.0,71.0,69.0,2,2,Medium,Medium
246352,69,CB,154,68,65,65,66,69,69,69,66,49.0,29.0,67.0,72.0,35.0,53.0,48.0,33.0,67.0,66.0,61.0,61.0,53.0,64.0,69.0,49.0,73.0,60.0,65.0,35.0,67.0,72.0,30.0,59.0,39.0,55.0,70.0,71.0,70.0,4,2,Low,Medium
240099,72,RB,172,77,70,70,70,70,70,70,70,67.0,41.0,64.0,67.0,45.0,70.0,58.0,36.0,68.0,68.0,83.0,79.0,70.0,68.0,76.0,46.0,70.0,83.0,80.0,35.0,77.0,63.0,63.0,59.0,30.0,71.0,67.0,72.0,70.0,3,3,High,Medium
227927,75,RB,175,63,73,73,73,70,70,70,73,75.0,35.0,62.0,71.0,25.0,74.0,54.0,31.0,62.0,71.0,76.0,74.0,72.0,72.0,79.0,38.0,75.0,73.0,59.0,41.0,70.0,72.0,57.0,64.0,32.0,68.0,71.0,76.0,73.0,4,3,High,Medium
247429,59,CB,187,74,52,52,55,59,59,59,55,27.0,18.0,52.0,31.0,30.0,24.0,35.0,30.0,52.0,39.0,66.0,66.0,71.0,57.0,45.0,42.0,76.0,68.0,70.0,20.0,49.0,61.0,23.0,32.0,42.0,48.0,58.0,66.0,63.0,2,2,Medium,High
248484,62,CB,193,81,57,57,58,62,62,62,58,25.0,24.0,54.0,57.0,22.0,42.0,25.0,25.0,51.0,54.0,60.0,64.0,41.0,57.0,50.0,36.0,67.0,73.0,75.0,19.0,67.0,64.0,24.0,39.0,35.0,63.0,58.0,62.0,64.0,3,2,Medium,High
243497,68,CB,187,84,59,59,61,68,68,68,61,23.0,36.0,69.0,66.0,28.0,44.0,27.0,22.0,58.0,65.0,61.0,52.0,51.0,62.0,51.0,42.0,76.0,64.0,79.0,42.0,59.0,66.0,29.0,40.0,38.0,60.0,65.0,72.0,66.0,2,2,High,Medium
212491,77,LB,154,69,75,75,75,70,70,70,75,77.0,55.0,63.0,75.0,61.0,82.0,71.0,48.0,69.0,78.0,83.0,84.0,77.0,74.0,79.0,75.0,70.0,78.0,68.0,71.0,65.0,69.0,65.0,71.0,49.0,75.0,66.0,75.0,74.0,2,4,High,Medium
244938,66,CB,185,76,59,59,60,66,66,66,60,42.0,27.0,63.0,62.0,29.0,55.0,33.0,25.0,59.0,60.0,60.0,25.0,57.0,68.0,65.0,37.0,40.0,59.0,73.0,26.0,67.0,70.0,23.0,37.0,40.0,64.0,65.0,69.0,68.0,3,2,Medium,Medium
226601,76,LCB,187,79,61,61,66,75,75,75,66,32.0,26.0,82.0,41.0,33.0,39.0,33.0,34.0,37.0,49.0,66.0,69.0,43.0,73.0,47.0,49.0,79.0,54.0,78.0,22.0,80.0,76.0,27.0,33.0,49.0,70.0,,78.0,80.0,2,2,Medium,High
246685,64,LB,154,67,61,61,62,59,59,59,62,58.0,31.0,55.0,60.0,27.0,58.0,32.0,30.0,52.0,56.0,79.0,78.0,70.0,60.0,72.0,24.0,63.0,65.0,54.0,30.0,55.0,59.0,47.0,33.0,42.0,54.0,58.0,62.0,59.0,2,2,Medium,Medium
173771,80,CB,182,78,78,78,78,80,80,80,78,77.0,64.0,77.0,78.0,64.0,71.0,80.0,47.0,72.0,74.0,70.0,74.0,66.0,82.0,66.0,78.0,82.0,72.0,78.0,69.0,83.0,81.0,73.0,73.0,65.0,82.0,84.0,81.0,80.0,4,2,High,Medium
257345,63,RB,154,67,62,62,61,57,57,57,61,63.0,52.0,45.0,65.0,59.0,67.0,58.0,58.0,60.0,65.0,77.0,72.0,74.0,43.0,70.0,67.0,70.0,69.0,54.0,57.0,54.0,60.0,57.0,62.0,44.0,64.0,55.0,62.0,57.0,3,3,High,Medium
246126,66,LB,182,78,64,64,64,62,62,62,64,66.0,38.0,51.0,67.0,33.0,64.0,51.0,47.0,70.0,65.0,71.0,66.0,70.0,62.0,70.0,42.0,60.0,65.0,64.0,40.0,58.0,66.0,58.0,53.0,43.0,46.0,58.0,67.0,59.0,3,2,High,Low
202695,80,RCB,185,81,72,72,74,80,80,80,74,59.0,40.0,82.0,74.0,40.0,61.0,54.0,53.0,73.0,68.0,55.0,63.0,55.0,79.0,53.0,63.0,82.0,69.0,82.0,38.0,85.0,82.0,43.0,65.0,52.0,78.0,81.0,82.0,79.0,4,2,Medium,High
187598,77,RCB,185,74,68,68,71,77,77,77,71,44.0,28.0,78.0,66.0,30.0,58.0,41.0,70.0,68.0,66.0,65.0,62.0,61.0,78.0,66.0,75.0,76.0,56.0,69.0,62.0,78.0,82.0,40.0,50.0,64.0,78.0,79.0,82.0,80.0,3,2,Medium,High
227950,80,RCB,182,78,73,73,75,80,80,80,75,48.0,41.0,75.0,73.0,55.0,53.0,56.0,50.0,70.0,73.0,66.0,70.0,53.0,80.0,75.0,69.0,89.0,69.0,77.0,43.0,80.0,85.0,39.0,34.0,61.0,78.0,83.0,81.0,83.0,3,2,Medium,Medium
200855,77,RWB,175,67,75,75,74,72,72,72,74,73.0,50.0,55.0,71.0,33.0,75.0,54.0,37.0,58.0,72.0,79.0,78.0,78.0,75.0,73.0,46.0,82.0,84.0,67.0,44.0,75.0,74.0,58.0,60.0,45.0,64.0,73.0,76.0,72.0,3,3,Medium,Medium
251805,65,CB,154,77,63,63,64,65,65,65,64,56.0,35.0,63.0,64.0,32.0,60.0,44.0,31.0,59.0,63.0,76.0,75.0,72.0,62.0,74.0,55.0,73.0,55.0,69.0,34.0,66.0,62.0,48.0,42.0,42.0,57.0,64.0,65.0,67.0,2,3,Medium,High
184344,85,RCB,190,84,74,74,76,84,84,84,76,44.0,48.0,84.0,77.0,58.0,69.0,56.0,61.0,84.0,75.0,58.0,62.0,60.0,84.0,55.0,74.0,85.0,66.0,79.0,65.0,82.0,90.0,38.0,74.0,70.0,86.0,90.0,86.0,80.0,4,2,Medium,High
244349,68,RCB,185,72,65,65,66,68,68,68,66,55.0,30.0,67.0,66.0,28.0,51.0,40.0,40.0,58.0,64.0,61.0,68.0,46.0,62.0,64.0,38.0,65.0,65.0,72.0,25.0,58.0,68.0,40.0,47.0,45.0,48.0,68.0,73.0,70.0,2,2,Medium,High
212883,73,RB,185,78,71,71,71,75,75,75,71,64.0,46.0,70.0,75.0,68.0,69.0,44.0,32.0,65.0,70.0,64.0,67.0,63.0,69.0,64.0,71.0,77.0,67.0,77.0,59.0,80.0,74.0,47.0,58.0,51.0,69.0,74.0,79.0,73.0,3,3,Medium,High
225863,71,LCB,154,68,69,69,69,69,69,69,69,68.0,23.0,67.0,72.0,29.0,69.0,52.0,30.0,65.0,71.0,66.0,66.0,65.0,66.0,60.0,39.0,71.0,71.0,69.0,21.0,71.0,71.0,59.0,63.0,36.0,64.0,69.0,71.0,67.0,4,3,Medium,Medium
194022,80,RB,185,79,79,79,78,79,79,79,78,80.0,58.0,74.0,80.0,54.0,75.0,78.0,42.0,75.0,79.0,63.0,68.0,66.0,76.0,60.0,76.0,77.0,87.0,78.0,67.0,81.0,78.0,70.0,72.0,43.0,77.0,83.0,82.0,79.0,3,3,Medium,High
232008,73,LB,170,63,71,71,71,67,67,67,71,79.0,55.0,65.0,72.0,59.0,70.0,75.0,38.0,75.0,71.0,77.0,77.0,72.0,70.0,80.0,64.0,51.0,68.0,56.0,53.0,67.0,67.0,68.0,64.0,39.0,64.0,68.0,70.0,71.0,3,3,High,Medium
120533,81,LCB,187,81,72,72,74,81,81,81,74,46.0,46.0,82.0,73.0,23.0,58.0,44.0,47.0,73.0,62.0,63.0,69.0,62.0,79.0,48.0,63.0,88.0,82.0,83.0,56.0,91.0,76.0,40.0,48.0,57.0,79.0,85.0,83.0,82.0,3,2,Medium,High
225908,66,CB,190,78,60,60,62,66,66,66,62,34.0,22.0,64.0,63.0,36.0,52.0,44.0,36.0,57.0,57.0,66.0,67.0,62.0,65.0,53.0,49.0,66.0,65.0,72.0,37.0,68.0,65.0,34.0,53.0,48.0,59.0,66.0,66.0,65.0,3,2,Medium,Medium
210047,78,RCB,187,83,74,74,74,78,78,78,74,65.0,63.0,80.0,75.0,61.0,68.0,65.0,66.0,76.0,73.0,60.0,61.0,64.0,77.0,64.0,78.0,88.0,75.0,78.0,73.0,71.0,80.0,63.0,69.0,78.0,80.0,78.0,80.0,78.0,4,2,High,Medium
203487,77,CB,187,88,67,67,70,77,77,77,70,46.0,23.0,79.0,65.0,33.0,50.0,29.0,16.0,57.0,64.0,55.0,60.0,67.0,75.0,51.0,40.0,85.0,69.0,84.0,27.0,83.0,78.0,23.0,40.0,19.0,73.0,79.0,77.0,76.0,3,2,Medium,High
