playerID,overallrating,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Speed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,DefensiveAwareness,StandingTackle,SlidingTackle,WeakFoot,SkillMoves,attackRate,defendRate
156432,74,ST,193,84,74,74,74,68,70,70,70,68,66.0,78.0,84.0,73.0,74.0,68.0,66.0,59.0,64.0,72.0,40.0,46.0,64.0,75.0,54.0,78.0,77.0,52.0,90.0,68.0,62.0,34.0,78.0,68.0,81.0,74.0,32.0,53.0,35.0,3,3,Medium,Low
188871,71,LS,193,87,71,71,71,62,67,67,67,62,29.0,74.0,79.0,66.0,70.0,67.0,57.0,61.0,55.0,70.0,50.0,53.0,43.0,70.0,47.0,71.0,65.0,61.0,84.0,61.0,73.0,29.0,79.0,52.0,74.0,74.0,29.0,21.0,29.0,3,2,Medium,Medium
189607,73,ST,187,88,73,73,73,65,68,68,68,65,51.0,79.0,72.0,57.0,63.0,59.0,47.0,44.0,41.0,67.0,67.0,68.0,63.0,73.0,60.0,76.0,70.0,61.0,90.0,72.0,70.0,41.0,77.0,53.0,69.0,75.0,25.0,23.0,17.0,3,2,Medium,High
188428,71,RS,154,81,70,70,70,68,69,69,69,68,46.0,66.0,71.0,69.0,67.0,65.0,67.0,69.0,63.0,64.0,89.0,85.0,70.0,70.0,70.0,68.0,87.0,44.0,75.0,66.0,60.0,29.0,68.0,70.0,80.0,69.0,32.0,39.0,34.0,4,3,Medium,Low
244694,64,LW,167,55,59,59,59,64,62,62,62,64,60.0,57.0,45.0,64.0,53.0,71.0,52.0,40.0,55.0,67.0,79.0,79.0,78.0,54.0,86.0,58.0,55.0,60.0,31.0,37.0,31.0,18.0,64.0,51.0,58.0,52.0,15.0,11.0,19.0,3,3,High,Low
244391,68,LW,154,72,68,68,68,68,68,68,68,68,59.0,66.0,65.0,60.0,60.0,72.0,53.0,49.0,48.0,67.0,85.0,85.0,79.0,58.0,73.0,82.0,90.0,71.0,64.0,70.0,53.0,35.0,63.0,58.0,68.0,64.0,20.0,26.0,21.0,2,3,High,Low
255105,65,ST,187,79,65,65,65,63,64,64,64,63,54.0,68.0,66.0,62.0,56.0,64.0,49.0,28.0,52.0,59.0,71.0,73.0,63.0,63.0,59.0,64.0,64.0,58.0,67.0,55.0,57.0,21.0,69.0,58.0,64.0,60.0,35.0,32.0,26.0,3,2,Medium,Medium
248507,61,ST,182,73,60,60,60,59,59,59,59,59,41.0,65.0,60.0,52.0,40.0,63.0,47.0,37.0,39.0,62.0,75.0,74.0,63.0,52.0,64.0,59.0,64.0,46.0,57.0,59.0,28.0,18.0,52.0,50.0,68.0,55.0,20.0,19.0,14.0,3,3,Medium,Medium
252485,67,LS,182,73,67,67,67,60,62,62,62,60,35.0,69.0,70.0,58.0,59.0,58.0,39.0,34.0,39.0,60.0,80.0,78.0,66.0,57.0,53.0,69.0,79.0,69.0,85.0,63.0,70.0,23.0,65.0,45.0,65.0,53.0,16.0,20.0,13.0,2,3,High,Medium
248254,60,ST,182,78,59,59,59,57,57,57,57,57,41.0,66.0,58.0,50.0,48.0,55.0,47.0,37.0,37.0,56.0,65.0,67.0,68.0,59.0,64.0,55.0,65.0,55.0,62.0,55.0,39.0,17.0,59.0,48.0,58.0,54.0,22.0,15.0,17.0,3,2,Medium,Medium
239097,69,RS,190,83,69,69,69,66,68,68,68,66,49.0,70.0,64.0,64.0,54.0,67.0,56.0,35.0,48.0,71.0,67.0,69.0,64.0,70.0,44.0,67.0,77.0,66.0,77.0,56.0,58.0,30.0,73.0,66.0,66.0,62.0,29.0,28.0,26.0,3,3,High,Medium
239646,64,ST,154,72,64,64,64,65,64,64,64,65,58.0,68.0,57.0,55.0,42.0,68.0,31.0,37.0,32.0,66.0,84.0,86.0,69.0,62.0,70.0,62.0,74.0,37.0,57.0,57.0,82.0,15.0,63.0,39.0,56.0,61.0,19.0,27.0,19.0,2,3,Medium,Low
240510,64,LW,175,74,63,63,63,64,64,64,64,64,49.0,62.0,51.0,60.0,48.0,65.0,53.0,42.0,38.0,65.0,75.0,78.0,77.0,62.0,73.0,59.0,66.0,62.0,64.0,59.0,66.0,30.0,66.0,59.0,64.0,61.0,,34.0,29.0,3,3,High,High
240388,61,RS,175,69,53,53,53,60,57,57,57,60,54.0,48.0,37.0,60.0,44.0,66.0,44.0,34.0,57.0,62.0,79.0,77.0,84.0,49.0,81.0,50.0,52.0,49.0,40.0,35.0,32.0,22.0,51.0,54.0,45.0,60.0,23.0,23.0,28.0,3,3,Medium,Medium
237283,72,ST,182,77,72,72,72,69,70,70,70,69,53.0,74.0,70.0,70.0,62.0,72.0,61.0,51.0,62.0,74.0,69.0,68.0,74.0,67.0,65.0,76.0,75.0,74.0,77.0,74.0,41.0,23.0,70.0,59.0,59.0,68.0,44.0,17.0,18.0,4,3,High,High
236955,61,ST,182,76,61,61,61,58,60,60,60,58,28.0,64.0,51.0,51.0,36.0,58.0,42.0,25.0,29.0,61.0,82.0,83.0,75.0,55.0,64.0,63.0,68.0,63.0,71.0,43.0,23.0,14.0,60.0,47.0,54.0,44.0,32.0,14.0,12.0,2,2,Medium,Low
228861,72,ST,187,82,72,72,72,65,67,67,67,65,50.0,,71.0,57.0,66.0,,34.0,27.0,39.0,,73.0,76.0,66.0,64.0,61.0,,75.0,80.0,83.0,63.0,59.0,38.0,,50.0,60.0,67.0,21.0,44.0,22.0,4,2,Medium,Medium
243511,60,ST,154,74,60,60,60,55,59,59,59,55,24.0,65.0,60.0,,53.0,62.0,32.0,35.0,33.0,61.0,52.0,53.0,56.0,61.0,64.0,,60.0,52.0,62.0,,24.0,12.0,58.0,44.0,54.0,42.0,27.0,15.0,17.0,3,2,Medium,Medium
203304,70,LS,154,78,70,70,70,67,68,68,68,67,58.0,71.0,74.0,61.0,62.0,66.0,68.0,46.0,46.0,67.0,74.0,76.0,63.0,69.0,71.0,74.0,72.0,67.0,76.0,62.0,64.0,44.0,72.0,59.0,64.0,68.0,27.0,34.0,32.0,3,3,Medium,Low
218970,72,ST,175,73,72,72,72,72,72,72,72,72,58.0,71.0,62.0,62.0,61.0,73.0,59.0,59.0,58.0,70.0,84.0,82.0,89.0,73.0,81.0,75.0,73.0,68.0,72.0,74.0,69.0,45.0,75.0,70.0,65.0,69.0,34.0,39.0,38.0,2,3,Medium,Medium
221197,67,LW,185,79,65,65,65,67,65,65,65,67,61.0,63.0,58.0,62.0,41.0,67.0,52.0,40.0,60.0,64.0,85.0,87.0,79.0,58.0,65.0,64.0,63.0,69.0,72.0,61.0,57.0,45.0,64.0,61.0,60.0,65.0,40.0,42.0,38.0,3,3,Medium,Medium
208022,65,ST,154,69,65,65,65,66,66,66,66,66,65.0,62.0,62.0,64.0,68.0,67.0,62.0,47.0,47.0,65.0,75.0,72.0,82.0,62.0,74.0,69.0,87.0,58.0,62.0,66.0,48.0,23.0,65.0,64.0,63.0,67.0,23.0,34.0,25.0,3,3,High,Medium
212232,73,ST,154,76,73,73,73,71,71,71,71,71,57.0,79.0,67.0,63.0,64.0,69.0,70.0,59.0,50.0,67.0,83.0,78.0,84.0,74.0,77.0,69.0,87.0,80.0,70.0,60.0,71.0,52.0,80.0,63.0,72.0,73.0,25.0,32.0,31.0,5,3,High,High
227764,64,RW,154,73,57,57,57,64,62,62,62,64,63.0,59.0,28.0,56.0,58.0,70.0,64.0,62.0,49.0,63.0,82.0,84.0,81.0,44.0,82.0,61.0,59.0,49.0,40.0,60.0,49.0,30.0,61.0,60.0,58.0,57.0,31.0,21.0,19.0,2,3,Medium,Medium
201549,71,ST,154,78,71,71,71,67,69,69,69,67,55.0,73.0,71.0,65.0,68.0,65.0,71.0,67.0,42.0,72.0,64.0,66.0,65.0,71.0,70.0,75.0,71.0,72.0,75.0,66.0,57.0,29.0,73.0,63.0,74.0,71.0,39.0,15.0,19.0,4,3,Medium,Low
207676,73,ST,154,73,73,73,73,74,74,74,74,74,65.0,77.0,65.0,72.0,64.0,77.0,59.0,47.0,61.0,74.0,82.0,88.0,71.0,62.0,70.0,71.0,66.0,70.0,71.0,70.0,62.0,25.0,74.0,74.0,71.0,65.0,25.0,26.0,35.0,3,3,Medium,Low
198145,69,ST,154,79,69,69,69,70,71,71,71,70,59.0,69.0,60.0,63.0,69.0,72.0,81.0,59.0,59.0,75.0,74.0,74.0,74.0,78.0,71.0,68.0,60.0,67.0,64.0,66.0,32.0,20.0,70.0,65.0,69.0,66.0,45.0,22.0,27.0,4,3,Medium,Low
193169,68,LS,182,78,68,68,68,66,67,67,67,66,64.0,69.0,72.0,64.0,74.0,64.0,77.0,71.0,65.0,66.0,64.0,66.0,79.0,68.0,60.0,66.0,83.0,73.0,77.0,68.0,58.0,22.0,71.0,65.0,80.0,73.0,52.0,37.0,33.0,4,3,Medium,Medium
197971,72,ST,187,87,72,72,72,70,71,71,71,70,62.0,74.0,64.0,67.0,68.0,72.0,73.0,74.0,62.0,72.0,73.0,67.0,67.0,65.0,63.0,75.0,63.0,73.0,84.0,72.0,88.0,56.0,74.0,71.0,75.0,65.0,35.0,46.0,42.0,3,3,Medium,Low
53050,74,ST,193,82,73,73,73,68,71,71,71,68,53.0,73.0,85.0,68.0,74.0,67.0,64.0,44.0,55.0,71.0,64.0,62.0,64.0,70.0,57.0,76.0,76.0,51.0,80.0,65.0,70.0,28.0,78.0,74.0,79.0,82.0,18.0,25.0,19.0,3,3,Medium,Medium
169586,67,ST,172,79,67,67,67,67,67,67,67,67,64.0,69.0,67.0,66.0,66.0,67.0,46.0,55.0,46.0,67.0,65.0,69.0,69.0,66.0,79.0,68.0,74.0,67.0,63.0,57.0,77.0,22.0,70.0,64.0,64.0,68.0,39.0,35.0,28.0,3,3,High,Medium
164471,71,ST,182,82,71,71,71,61,65,65,65,61,49.0,80.0,79.0,59.0,73.0,58.0,56.0,58.0,37.0,74.0,33.0,32.0,53.0,68.0,59.0,72.0,72.0,68.0,91.0,65.0,72.0,27.0,80.0,53.0,76.0,60.0,40.0,20.0,19.0,3,2,Medium,Medium
189224,74,ST,187,84,74,74,74,67,70,70,70,67,41.0,,72.0,,73.0,70.0,67.0,55.0,58.0,,71.0,77.0,64.0,62.0,60.0,,58.0,68.0,85.0,55.0,73.0,23.0,71.0,57.0,69.0,62.0,34.0,33.0,34.0,3,3,High,Low
182837,67,ST,154,77,67,67,67,69,68,68,68,69,62.0,61.0,53.0,64.0,68.0,71.0,63.0,60.0,54.0,70.0,90.0,85.0,86.0,65.0,76.0,68.0,70.0,52.0,71.0,61.0,65.0,28.0,66.0,62.0,60.0,65.0,36.0,37.0,40.0,4,4,Medium,Medium
182528,69,ST,167,63,68,68,68,68,69,69,69,68,56.0,70.0,66.0,66.0,69.0,69.0,65.0,64.0,41.0,69.0,79.0,74.0,77.0,65.0,80.0,72.0,54.0,67.0,53.0,69.0,58.0,24.0,67.0,65.0,70.0,66.0,13.0,34.0,19.0,3,3,Medium,Medium
188616,70,ST,170,64,70,70,70,76,75,75,75,76,68.0,69.0,49.0,73.0,73.0,76.0,73.0,70.0,59.0,75.0,85.0,84.0,90.0,78.0,94.0,66.0,75.0,74.0,52.0,64.0,38.0,14.0,79.0,74.0,74.0,75.0,48.0,22.0,22.0,4,4,High,Medium
177666,71,ST,185,79,71,71,71,69,69,69,69,69,68.0,70.0,76.0,70.0,70.0,70.0,71.0,52.0,69.0,69.0,66.0,63.0,67.0,70.0,64.0,76.0,90.0,75.0,75.0,64.0,72.0,39.0,72.0,66.0,72.0,75.0,54.0,32.0,42.0,4,3,High,Medium
258654,67,RS,154,73,67,67,67,63,66,66,66,63,28.0,72.0,64.0,58.0,63.0,63.0,45.0,30.0,29.0,68.0,78.0,75.0,66.0,60.0,63.0,65.0,60.0,72.0,62.0,62.0,41.0,22.0,67.0,66.0,69.0,62.0,25.0,19.0,27.0,4,2,High,Medium
254894,70,LS,154,77,70,70,70,66,69,69,69,66,46.0,74.0,69.0,64.0,72.0,67.0,60.0,56.0,38.0,69.0,68.0,69.0,66.0,68.0,65.0,71.0,69.0,52.0,69.0,67.0,62.0,25.0,72.0,66.0,74.0,70.0,26.0,29.0,26.0,3,3,High,Medium
258716,60,ST,182,76,60,60,60,55,58,58,58,55,30.0,65.0,63.0,44.0,55.0,61.0,32.0,25.0,26.0,58.0,71.0,66.0,53.0,53.0,60.0,58.0,63.0,59.0,51.0,52.0,28.0,12.0,61.0,44.0,60.0,57.0,11.0,16.0,17.0,3,2,Medium,Medium
254244,56,ST,185,72,56,56,56,52,54,54,54,52,29.0,66.0,50.0,48.0,52.0,48.0,55.0,27.0,40.0,53.0,60.0,70.0,54.0,47.0,52.0,59.0,64.0,48.0,52.0,55.0,38.0,19.0,52.0,48.0,51.0,40.0,18.0,10.0,13.0,3,2,High,Low
256086,63,RW,172,63,58,58,58,63,61,61,61,63,65.0,,34.0,64.0,,,49.0,35.0,34.0,65.0,,72.0,,57.0,81.0,59.0,48.0,65.0,55.0,,30.0,19.0,,,51.0,43.0,39.0,22.0,29.0,3,4,High,Medium
241720,71,ST,187,82,71,71,71,66,68,68,68,66,55.0,73.0,72.0,68.0,71.0,65.0,52.0,38.0,70.0,70.0,60.0,67.0,61.0,71.0,57.0,74.0,67.0,52.0,76.0,64.0,65.0,19.0,73.0,53.0,64.0,59.0,44.0,23.0,21.0,2,3,Medium,Medium
240347,62,ST,185,79,62,62,62,62,62,62,62,62,52.0,57.0,53.0,58.0,59.0,64.0,49.0,27.0,51.0,61.0,80.0,83.0,78.0,58.0,79.0,66.0,66.0,67.0,82.0,61.0,45.0,20.0,54.0,59.0,56.0,60.0,24.0,24.0,21.0,4,3,Medium,Medium
246405,70,RS,182,69,70,70,70,67,68,68,68,67,50.0,75.0,69.0,56.0,46.0,74.0,58.0,58.0,33.0,71.0,79.0,79.0,77.0,73.0,62.0,72.0,73.0,77.0,71.0,54.0,28.0,16.0,62.0,45.0,82.0,51.0,11.0,18.0,12.0,4,3,High,Low
252998,61,ST,187,78,60,60,60,57,58,58,58,57,47.0,57.0,61.0,55.0,60.0,59.0,60.0,53.0,44.0,60.0,67.0,74.0,58.0,57.0,55.0,68.0,67.0,55.0,67.0,52.0,61.0,21.0,54.0,45.0,65.0,55.0,19.0,32.0,29.0,4,2,High,High
251885,68,LW,165,67,63,63,63,68,66,66,66,68,67.0,59.0,49.0,64.0,57.0,71.0,65.0,41.0,59.0,70.0,90.0,84.0,89.0,57.0,88.0,67.0,54.0,62.0,45.0,57.0,55.0,37.0,61.0,62.0,47.0,66.0,33.0,35.0,37.0,3,3,High,Low
239718,70,LW,154,68,68,68,68,70,69,69,69,70,56.0,70.0,54.0,66.0,67.0,73.0,48.0,28.0,52.0,71.0,82.0,85.0,82.0,67.0,72.0,68.0,73.0,62.0,58.0,67.0,61.0,27.0,62.0,63.0,62.0,63.0,22.0,41.0,12.0,4,3,High,Medium
236650,66,ST,182,72,66,66,66,67,66,66,66,67,66.0,63.0,63.0,59.0,53.0,69.0,56.0,47.0,55.0,65.0,77.0,75.0,74.0,66.0,72.0,65.0,73.0,71.0,69.0,63.0,58.0,44.0,67.0,69.0,58.0,64.0,37.0,49.0,41.0,2,3,High,Medium
236464,65,RW,185,87,65,65,65,65,64,64,64,65,,65.0,63.0,58.0,47.0,69.0,45.0,43.0,53.0,,80.0,84.0,74.0,,73.0,60.0,59.0,76.0,81.0,,33.0,17.0,,59.0,64.0,59.0,27.0,18.0,22.0,3,3,Medium,Low
237544,71,ST,182,74,70,70,70,68,69,69,69,68,61.0,71.0,71.0,66.0,60.0,72.0,62.0,64.0,57.0,70.0,66.0,66.0,71.0,71.0,65.0,74.0,76.0,67.0,67.0,62.0,47.0,29.0,71.0,57.0,72.0,67.0,40.0,22.0,21.0,3,3,Medium,Medium
250835,69,RS,154,87,69,69,69,67,68,68,68,67,56.0,68.0,60.0,63.0,56.0,70.0,46.0,45.0,28.0,68.0,83.0,81.0,76.0,61.0,63.0,78.0,84.0,71.0,87.0,63.0,73.0,18.0,67.0,58.0,66.0,63.0,35.0,43.0,16.0,4,2,High,High
252470,61,RW,175,68,55,55,55,61,58,58,58,61,57.0,50.0,39.0,59.0,60.0,61.0,62.0,56.0,54.0,60.0,86.0,83.0,86.0,52.0,71.0,59.0,56.0,51.0,43.0,41.0,44.0,30.0,53.0,57.0,57.0,59.0,32.0,35.0,30.0,3,3,High,Medium
251223,53,ST,185,77,53,53,53,49,51,51,51,49,25.0,59.0,50.0,49.0,42.0,42.0,38.0,49.0,40.0,53.0,56.0,51.0,54.0,50.0,57.0,51.0,61.0,50.0,60.0,50.0,27.0,16.0,54.0,49.0,62.0,44.0,16.0,17.0,16.0,3,2,High,Medium
251151,62,ST,154,69,62,62,62,60,61,61,61,60,57.0,63.0,62.0,50.0,59.0,62.0,62.0,38.0,39.0,60.0,67.0,66.0,58.0,63.0,64.0,65.0,64.0,58.0,62.0,61.0,30.0,14.0,64.0,53.0,60.0,58.0,17.0,18.0,14.0,3,2,High,Medium
237337,62,RW,172,64,57,57,57,62,61,61,61,62,64.0,50.0,46.0,60.0,53.0,69.0,55.0,42.0,55.0,65.0,71.0,74.0,75.0,51.0,81.0,69.0,46.0,58.0,36.0,49.0,39.0,20.0,57.0,59.0,50.0,59.0,48.0,37.0,49.0,3,3,Medium,Medium
247357,51,ST,154,69,51,51,51,50,51,51,51,50,31.0,53.0,50.0,40.0,34.0,53.0,40.0,32.0,36.0,49.0,73.0,70.0,69.0,40.0,71.0,52.0,57.0,30.0,39.0,43.0,32.0,18.0,51.0,46.0,60.0,41.0,19.0,14.0,15.0,3,2,Medium,Medium
244143,68,LW,175,72,66,66,66,68,67,67,67,68,61.0,66.0,56.0,65.0,49.0,67.0,53.0,36.0,46.0,66.0,84.0,85.0,76.0,61.0,73.0,65.0,75.0,66.0,63.0,58.0,63.0,21.0,68.0,62.0,50.0,73.0,34.0,22.0,23.0,3,3,High,Low
223510,70,ST,185,83,70,70,70,63,67,67,67,63,33.0,72.0,65.0,65.0,64.0,62.0,60.0,36.0,40.0,66.0,68.0,69.0,62.0,69.0,54.0,80.0,75.0,67.0,90.0,64.0,59.0,29.0,71.0,52.0,73.0,65.0,16.0,17.0,17.0,3,2,High,Low
225734,63,RW,185,73,62,62,62,62,62,62,62,62,55.0,58.0,54.0,55.0,52.0,62.0,54.0,39.0,51.0,57.0,93.0,91.0,70.0,54.0,61.0,71.0,68.0,74.0,63.0,56.0,56.0,57.0,61.0,55.0,58.0,56.0,55.0,54.0,54.0,3,3,High,High
224185,67,RW,187,78,65,65,65,64,65,65,65,64,75.0,62.0,56.0,69.0,64.0,62.0,74.0,78.0,73.0,70.0,53.0,55.0,52.0,64.0,59.0,85.0,56.0,74.0,76.0,81.0,61.0,61.0,58.0,66.0,74.0,72.0,58.0,57.0,55.0,2,3,Medium,Medium
232709,74,RW,175,77,72,72,72,74,73,73,73,74,71.0,73.0,61.0,68.0,62.0,78.0,62.0,51.0,61.0,76.0,82.0,76.0,75.0,68.0,75.0,72.0,66.0,73.0,71.0,65.0,73.0,52.0,72.0,70.0,57.0,69.0,59.0,53.0,51.0,3,3,High,Medium
220735,70,ST,187,83,70,70,70,58,64,64,64,58,29.0,76.0,76.0,58.0,70.0,62.0,48.0,64.0,28.0,64.0,37.0,34.0,37.0,74.0,36.0,79.0,51.0,61.0,93.0,66.0,53.0,19.0,76.0,54.0,65.0,69.0,29.0,28.0,29.0,3,2,Medium,Low
214207,75,RW,154,79,74,74,74,75,74,74,74,75,73.0,72.0,67.0,70.0,71.0,76.0,79.0,66.0,70.0,74.0,88.0,84.0,82.0,65.0,68.0,80.0,74.0,73.0,86.0,74.0,78.0,35.0,75.0,70.0,65.0,70.0,42.0,29.0,28.0,4,3,High,Medium
235736,63,ST,175,71,62,62,62,59,60,60,60,59,36.0,68.0,49.0,43.0,61.0,59.0,53.0,58.0,30.0,62.0,78.0,74.0,71.0,59.0,74.0,61.0,64.0,40.0,57.0,64.0,42.0,15.0,65.0,42.0,59.0,61.0,32.0,13.0,19.0,2,3,Medium,Medium
225266,66,LW,154,68,62,62,62,66,64,64,64,66,66.0,58.0,55.0,66.0,42.0,68.0,65.0,56.0,61.0,69.0,76.0,72.0,75.0,61.0,81.0,62.0,85.0,68.0,54.0,59.0,56.0,58.0,60.0,62.0,48.0,65.0,61.0,62.0,61.0,3,3,Medium,Medium
219879,75,RW,165,60,67,67,67,75,73,73,73,75,72.0,70.0,43.0,72.0,48.0,80.0,72.0,66.0,68.0,74.0,83.0,80.0,86.0,71.0,90.0,70.0,61.0,70.0,33.0,71.0,49.0,36.0,69.0,72.0,68.0,71.0,38.0,50.0,41.0,3,4,Medium,Low
225114,71,ST,187,78,71,71,71,73,73,73,73,73,66.0,72.0,56.0,68.0,73.0,78.0,71.0,68.0,60.0,77.0,76.0,75.0,78.0,70.0,69.0,79.0,57.0,67.0,65.0,72.0,63.0,40.0,69.0,71.0,71.0,73.0,29.0,30.0,34.0,4,4,Medium,Low
213482,67,ST,198,87,67,67,67,60,65,65,65,60,28.0,65.0,76.0,56.0,55.0,71.0,39.0,29.0,34.0,70.0,53.0,65.0,40.0,64.0,36.0,60.0,58.0,63.0,93.0,57.0,54.0,21.0,66.0,62.0,64.0,75.0,24.0,26.0,22.0,3,3,Medium,Medium
221125,76,LS,154,82,75,75,75,75,75,75,75,75,64.0,75.0,71.0,81.0,71.0,73.0,52.0,40.0,72.0,75.0,84.0,79.0,83.0,74.0,71.0,75.0,67.0,80.0,72.0,74.0,49.0,21.0,72.0,74.0,69.0,66.0,,23.0,16.0,2,3,High,High
231613,60,ST,182,69,60,60,60,57,58,58,58,57,29.0,58.0,59.0,45.0,44.0,57.0,40.0,30.0,29.0,56.0,90.0,89.0,73.0,55.0,69.0,60.0,80.0,68.0,72.0,52.0,58.0,14.0,57.0,40.0,59.0,49.0,20.0,14.0,14.0,3,2,Medium,Medium
224271,74,RW,154,68,69,69,69,74,73,73,73,74,75.0,70.0,54.0,70.0,59.0,76.0,73.0,64.0,65.0,74.0,90.0,87.0,76.0,68.0,70.0,69.0,57.0,80.0,54.0,60.0,54.0,37.0,70.0,74.0,62.0,65.0,34.0,28.0,37.0,3,4,Medium,Medium
220881,66,ST,185,83,66,66,66,64,66,66,66,64,43.0,70.0,62.0,62.0,63.0,66.0,58.0,50.0,54.0,65.0,67.0,74.0,71.0,65.0,68.0,67.0,73.0,67.0,72.0,61.0,59.0,19.0,65.0,63.0,62.0,63.0,39.0,48.0,26.0,4,3,Medium,Medium
188484,75,ST,185,73,74,74,74,72,73,73,73,72,50.0,75.0,68.0,67.0,72.0,70.0,64.0,60.0,54.0,72.0,85.0,79.0,81.0,74.0,68.0,73.0,70.0,67.0,73.0,71.0,59.0,24.0,77.0,69.0,76.0,74.0,,29.0,22.0,4,3,Medium,Low
184433,67,RS,193,89,67,67,67,59,62,62,62,59,42.0,70.0,76.0,52.0,61.0,64.0,50.0,43.0,40.0,71.0,54.0,52.0,57.0,63.0,59.0,77.0,69.0,64.0,86.0,62.0,57.0,34.0,63.0,42.0,66.0,72.0,32.0,16.0,13.0,3,3,Medium,Medium
202676,70,RS,154,73,70,70,70,70,70,70,70,70,59.0,71.0,61.0,70.0,73.0,67.0,68.0,40.0,55.0,72.0,81.0,77.0,84.0,69.0,73.0,69.0,65.0,73.0,69.0,71.0,55.0,45.0,72.0,65.0,60.0,73.0,30.0,34.0,32.0,3,3,High,Medium
211891,73,LW,154,81,75,75,75,72,73,73,73,72,64.0,76.0,73.0,72.0,63.0,68.0,67.0,64.0,47.0,71.0,75.0,84.0,65.0,74.0,76.0,80.0,83.0,66.0,83.0,72.0,82.0,29.0,74.0,71.0,69.0,69.0,39.0,34.0,23.0,3,3,High,High
202905,70,ST,185,82,70,70,70,68,69,69,69,68,51.0,,,65.0,70.0,67.0,54.0,47.0,45.0,65.0,81.0,86.0,70.0,71.0,59.0,69.0,81.0,84.0,80.0,64.0,81.0,36.0,70.0,68.0,65.0,67.0,33.0,25.0,20.0,3,3,High,High
178628,70,ST,172,67,70,70,70,72,72,72,72,72,64.0,71.0,59.0,70.0,71.0,73.0,70.0,65.0,55.0,74.0,81.0,71.0,88.0,66.0,88.0,74.0,84.0,59.0,62.0,72.0,73.0,42.0,70.0,71.0,67.0,71.0,50.0,49.0,31.0,3,4,High,Medium
183982,70,ST,182,78,70,70,70,68,69,69,69,68,64.0,69.0,75.0,67.0,68.0,71.0,65.0,54.0,56.0,71.0,66.0,66.0,70.0,67.0,71.0,72.0,76.0,62.0,70.0,68.0,53.0,32.0,71.0,64.0,70.0,69.0,43.0,30.0,16.0,1,2,Medium,Medium
209061,71,LS,172,66,67,67,67,73,71,71,71,73,66.0,65.0,44.0,67.0,59.0,74.0,68.0,59.0,52.0,72.0,91.0,91.0,85.0,69.0,82.0,66.0,62.0,82.0,54.0,62.0,80.0,25.0,72.0,69.0,47.0,69.0,29.0,21.0,24.0,4,3,High,Medium
197981,66,ST,200,93,66,66,66,56,61,61,61,56,30.0,66.0,82.0,63.0,66.0,61.0,43.0,38.0,49.0,69.0,35.0,35.0,34.0,64.0,31.0,69.0,63.0,64.0,89.0,64.0,67.0,24.0,68.0,48.0,70.0,65.0,34.0,18.0,19.0,2,2,Medium,Medium
212493,66,LW,182,69,62,62,62,68,66,66,66,68,65.0,63.0,39.0,64.0,63.0,71.0,66.0,70.0,57.0,70.0,79.0,80.0,82.0,56.0,74.0,65.0,60.0,54.0,53.0,64.0,32.0,32.0,60.0,66.0,64.0,59.0,28.0,23.0,22.0,3,3,High,Low
181120,65,ST,154,79,65,65,65,62,63,63,63,62,58.0,64.0,68.0,65.0,66.0,61.0,63.0,57.0,58.0,62.0,,69.0,,62.0,,69.0,,64.0,81.0,67.0,75.0,28.0,64.0,67.0,65.0,72.0,38.0,44.0,33.0,3,3,High,Medium
171828,75,ST,154,73,75,75,75,77,78,78,78,77,64.0,78.0,54.0,76.0,77.0,83.0,80.0,82.0,70.0,81.0,71.0,70.0,79.0,74.0,84.0,83.0,62.0,62.0,64.0,81.0,70.0,32.0,79.0,74.0,80.0,84.0,38.0,30.0,28.0,4,4,High,Medium
176841,72,ST,185,77,72,72,72,65,68,68,68,65,58.0,73.0,81.0,54.0,63.0,63.0,53.0,52.0,47.0,71.0,54.0,64.0,52.0,73.0,62.0,76.0,90.0,70.0,91.0,62.0,74.0,33.0,74.0,71.0,73.0,67.0,58.0,32.0,26.0,4,3,High,Medium
167706,70,ST,193,83,69,69,69,66,67,67,67,66,60.0,68.0,76.0,68.0,67.0,67.0,67.0,45.0,66.0,68.0,64.0,62.0,56.0,67.0,48.0,73.0,69.0,52.0,80.0,66.0,67.0,31.0,66.0,67.0,84.0,71.0,50.0,35.0,27.0,3,3,Medium,Low
252052,65,ST,175,73,65,65,65,66,66,66,66,66,66.0,68.0,58.0,70.0,52.0,66.0,73.0,64.0,66.0,70.0,75.0,71.0,72.0,51.0,69.0,73.0,48.0,55.0,56.0,64.0,35.0,36.0,62.0,60.0,62.0,51.0,36.0,34.0,33.0,3,2,High,Medium
258846,59,ST,154,74,59,59,59,55,57,57,57,55,33.0,58.0,62.0,51.0,54.0,55.0,39.0,31.0,37.0,60.0,62.0,59.0,60.0,63.0,62.0,56.0,64.0,53.0,59.0,52.0,31.0,22.0,61.0,46.0,48.0,46.0,20.0,26.0,22.0,3,2,High,Low
